ID:	101280
Title:	転生したらスライムだった件
Title:	Tensei Shitara Slime Datta Ken
Title:	Tensei shitara Slime Datta Ken
Title:	That Time I Got Reincarnated as a Slime
Tag:	Clone
Tag:	Demons
Tag:	Travel
Tag:	Alternate Universe
Tag:	Ensemble Cast
Tag:	Politics
Tag:	Reincarnation
Tag:	Cannibalism
Tag:	Agender
Tag:	Isekai
Tag:	Dragons
Tag:	Monster Girl
Tag:	Henshin
Tag:	Male Protagonist
Tag:	Super Power
Tag:	Shapeshifting
Tag:	CGI
Tag:	Swordplay
Tag:	Gore
Tag:	Kingdom Management
Tag:	Fairy
Tag:	Female Harem
Tag:	Shounen
Tag:	Acting
Tag:	Elf
Tag:	Economics
Tag:	Gender Bending
Tag:	Goblin
Tag:	Magic
Tag:	Found Family
Tag:	Monster Boy
Related:	116741
Related:	67082
Related:	161802
Related:	106509
Related:	71955
Related:	143391
Related:	28194
Related:	146503
Related:	50506
Related:	84305
Related:	86355
Related:	87764
Related:	77689
Related:	28633
Related:	108511
Related:	40167
Related:	166381
Related:	127225
Related:	31354
Related:	86399
