ID:	128893
Title:	Jigokuraku
Title:	Hell’s Paradise
Title:	地獄楽
Tag:	Body Horror
Tag:	Travel
Tag:	Primarily Male Cast
Tag:	Cannibalism
Tag:	Orphan
Tag:	Religion
Tag:	Super Power
Tag:	Bisexual
Tag:	Heterosexual
Tag:	Cultivation
Tag:	Survival
Tag:	Swordplay
Tag:	Cosmic Horror
Tag:	Gore
Tag:	Primarily Adult Cast
Tag:	Battle Royale
Tag:	Historical
Tag:	Shounen
Tag:	Fugitive
Tag:	Crime
Tag:	Nudity
Tag:	Martial Arts
Tag:	Gender Bending
Tag:	Amnesia
Tag:	Ninja
Tag:	Tragedy
Tag:	Cult
Tag:	Samurai
Tag:	Gods
Tag:	Death Game
Tag:	Anti-Hero
Tag:	Philosophy
Related:	88000
Related:	100994
Related:	52073
Related:	87025
Related:	166613
Related:	111643
