ID:	16049
Title:	A Certain Scientific Railgun S
Title:	とある科学の超電磁砲S
Title:	Toaru Kagaku no Railgun S
Tag:	Clone
Tag:	School
Tag:	Ojou-sama
Tag:	Super Power
Tag:	Superhero
Tag:	Cute Girls Doing Cute Things
Tag:	Primarily Female Cast
Tag:	Female Protagonist
Tag:	Gore
Tag:	Boarding School
Tag:	Artificial Intelligence
Tag:	Shounen
Tag:	Urban Fantasy
Tag:	Primarily Teen Cast
Tag:	Terrorism
Tag:	Tsundere
Tag:	Urban
Tag:	Tragedy
Tag:	Medicine
Related:	25316
Related:	6213
Related:	8234
Related:	10059
Related:	8235
Related:	20686
Related:	104462
Related:	37776
Related:	19697
Related:	9207
