ID:	104157
Title:	Rascal Does Not Dream of a Dreaming Girl
Title:	青春ブタ野郎はゆめみる少女の夢を見ない
Title:	Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai
Tag:	Male Protagonist
Tag:	Urban Fantasy
Tag:	Female Protagonist
Tag:	Primarily Teen Cast
Tag:	Amnesia
Tag:	Heterosexual
Tag:	Magic
Tag:	Alternate Universe
Tag:	Ensemble Cast
Tag:	Time Manipulation
Tag:	Urban
Tag:	Tragedy
Tag:	School
Tag:	Love Triangle
Tag:	Age Regression
Tag:	Coming of Age
Tag:	Afterlife
Related:	163685
Related:	25002
Related:	145163
Related:	101291
Related:	145164
Related:	85876
Related:	69014
Related:	154967
Related:	78072
Related:	69018
