ID:	20755
Title:	暗殺教室
Title:	Ansatsu Kyoushitsu
Title:	Assassination Classroom
Tag:	Ensemble Cast
Tag:	School
Tag:	Bullying
Tag:	Male Protagonist
Tag:	Femboy
Tag:	Super Power
Tag:	School Club
Tag:	Episodic
Tag:	Guns
Tag:	Assassins
Tag:	Baseball
Tag:	Artificial Intelligence
Tag:	Shounen
Tag:	Suicide
Tag:	Teacher
Tag:	Primarily Teen Cast
Tag:	Crime
Tag:	Found Family
Tag:	Tragedy
Tag:	Anti-Hero
Related:	97985
Related:	10203
Related:	22183
Related:	21864
Related:	49961
Related:	11403
Related:	9387
Related:	82059
Related:	101102
Related:	19759
Related:	21170
Related:	21303
Related:	69883
Related:	10430
