ID:	158704
Title:	Watashi no Oshi wa Akuyaku Reijou.
Title:	私の推しは悪役令嬢。
Title:	I'm in Love with the Villainess
Tag:	Yuri
Tag:	Politics
Tag:	Maids
Tag:	Foreign
Tag:	Crossdressing
Tag:	Reincarnation
Tag:	School
Tag:	Royal Affairs
Tag:	Isekai
Tag:	Video Games
Tag:	Bullying
Tag:	Ojou-sama
Tag:	Incest
Tag:	Bisexual
Tag:	Villainess
Tag:	Primarily Female Cast
Tag:	Slapstick
Tag:	Class Struggle
Tag:	Female Protagonist
Tag:	Boarding School
Tag:	Love Triangle
Tag:	Primarily Teen Cast
Tag:	Tsundere
Tag:	Magic
Tag:	LGBTQ+ Themes
Related:	168257
Related:	81983
Related:	89156
Related:	118695
Related:	168999
Related:	109206
Related:	81981
Related:	89887
