ID:	440
Title:	Shoujo Kakumei Utena
Title:	少女革命ウテナ
Title:	Revolutionary Girl Utena
Tag:	Fairy Tale
Tag:	Yuri
Tag:	Rape
Tag:	Astronomy
Tag:	Politics
Tag:	Ensemble Cast
Tag:	Memory Manipulation
Tag:	Conspiracy
Tag:	Crossdressing
Tag:	School
Tag:	Surreal Comedy
Tag:	Ojou-sama
Tag:	Bullying
Tag:	Coming of Age
Tag:	Henshin
Tag:	Incest
Tag:	Bisexual
Tag:	Meta
Tag:	Witch
Tag:	Episodic
Tag:	Age Gap
Tag:	Swordplay
Tag:	Female Protagonist
Tag:	Kuudere
Tag:	Athletics
Tag:	Twins
Tag:	Boarding School
Tag:	Love Triangle
Tag:	Boys' Love
Tag:	Suicide
Tag:	Fencing
Tag:	Primarily Teen Cast
Tag:	Magic
Tag:	Body Swapping
Tag:	Tragedy
Tag:	Tomboy
Tag:	LGBTQ+ Themes
Tag:	Philosophy
Related:	56103
Related:	26270
Related:	30772
Related:	950
Related:	53368
Related:	441
Related:	103646
Related:	61375
