ID:	107490
Title:	まちカドまぞく
Title:	The Demon Girl Next Door
Title:	Machikado Mazoku
Tag:	Demons
Tag:	Food
Tag:	Iyashikei
Tag:	Surreal Comedy
Tag:	School
Tag:	Monster Girl
Tag:	Coming of Age
Tag:	Henshin
Tag:	Super Power
Tag:	Family Life
Tag:	Cute Girls Doing Cute Things
Tag:	Meta
Tag:	Primarily Female Cast
Tag:	Slapstick
Tag:	Parody
Tag:	Female Protagonist
Tag:	Kuudere
Tag:	Urban Fantasy
Tag:	Seinen
Tag:	Primarily Teen Cast
Tag:	Tsundere
Tag:	Magic
Tag:	Urban
Related:	123330
Related:	38371
Related:	107462
Related:	46446
Related:	29359
Related:	113302
