ID:	20958
Title:	Shingeki no Kyojin 2
Title:	Attack on Titan Season 2
Title:	進撃の巨人２
Tag:	Yuri
Tag:	Military
Tag:	Ensemble Cast
Tag:	Primarily Male Cast
Tag:	Cannibalism
Tag:	Orphan
Tag:	Post-Apocalyptic
Tag:	Matriarchy
Tag:	Monster Girl
Tag:	Coming of Age
Tag:	Male Protagonist
Tag:	Super Power
Tag:	Incest
Tag:	Unrequited Love
Tag:	Shapeshifting
Tag:	Survival
Tag:	CGI
Tag:	Class Struggle
Tag:	Swordplay
Tag:	Female Protagonist
Tag:	Anti-Hero
Tag:	Dystopian
Tag:	Kuudere
Tag:	Gore
Tag:	Primarily Adult Cast
Tag:	Shounen
Tag:	Espionage
Tag:	Primarily Teen Cast
Tag:	Tanned Skin
Tag:	Nudity
Tag:	Revenge
Tag:	Tragedy
Tag:	Cult
Tag:	Dissociative Identities
Tag:	Monster Boy
Tag:	Kaiju
Tag:	LGBTQ+ Themes
Tag:	Rural
Related:	42625
Related:	21444
Related:	119113
Related:	22059
Related:	19948
Related:	99147
Related:	53390
Related:	110640
Related:	100465
Related:	9810
Related:	42611
Related:	16498
