ID:	108463
Title:	地縛少年 花子くん
Title:	Jibaku Shounen Hanako-kun
Title:	Toilet-bound Hanako-kun
Tag:	Ensemble Cast
Tag:	Conspiracy
Tag:	Mythology
Tag:	School
Tag:	Youkai
Tag:	Afterlife
Tag:	Male Protagonist
Tag:	Femboy
Tag:	Heterosexual
Tag:	School Club
Tag:	Episodic
Tag:	Slapstick
Tag:	Female Protagonist
Tag:	Twins
Tag:	Love Triangle
Tag:	Boys' Love
Tag:	Mermaid
Tag:	Shounen
Tag:	Urban Fantasy
Tag:	Primarily Teen Cast
Tag:	Ghost
Tag:	Tragedy
Tag:	LGBTQ+ Themes
Tag:	Achronological Order
Related:	159074
Related:	91487
Related:	170892
Related:	89401
Related:	98842
Related:	31263
