ID:	99578
Title:	Wotaku ni Koi wa Muzukashii
Title:	ヲタクに恋は難しい
Title:	Wotakoi: Love is Hard for Otaku
Tag:	Ensemble Cast
Tag:	Otaku Culture
Tag:	Office
Tag:	Office Lady
Tag:	Video Games
Tag:	Cosplay
Tag:	Male Protagonist
Tag:	Bisexual
Tag:	Heterosexual
Tag:	Episodic
Tag:	Classic Literature
Tag:	Work
Tag:	Female Protagonist
Tag:	Kuudere
Tag:	Athletics
Tag:	Primarily Adult Cast
Tag:	Josei
Tag:	Tsundere
Tag:	Urban
Tag:	Tomboy
Tag:	LGBTQ+ Themes
Related:	20377
Related:	25068
Related:	86717
Related:	104217
